,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,ValueEUR,WageEUR,ReleaseClause,IntReputation,ShootingTotal,PassingTotal,DribblingTotal,PhysicalityTotal,Crossing,ShortPassing,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,ShotPower,LongShots,Vision,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,PreferredFoot_Left,PreferredFoot_Right,AttackingWorkRate_High,AttackingWorkRate_Low,AttackingWorkRate_Medium,DefensiveWorkRate_High,DefensiveWorkRate_Low,DefensiveWorkRate_Medium
12066,21,183,78,64,74,10,1521,331,1300000,4000,2300000,1,62,44,66,59,41,49,35,32,66,84,70,75,62,57,57,53,58,15,9,11,13,11,66,63,63,63,63,63,63,62,53,62,45,41,45,43,40,43,0,1,0,0,1,0,0,1
12067,20,187,77,64,74,10,1392,295,1200000,1000,2800000,1,29,36,35,67,30,45,33,34,39,63,62,50,46,46,23,32,49,9,15,7,13,10,43,37,38,38,38,37,39,41,43,41,56,56,56,59,66,59,0,1,0,0,1,0,0,1
12068,30,176,74,64,64,0,1726,366,500000,3000,725000,1,50,59,64,67,63,63,51,58,64,66,61,73,58,58,48,56,56,12,15,10,8,10,59,60,59,59,59,60,62,63,62,63,64,64,64,64,64,64,0,1,0,0,1,1,0,0
12069,23,175,65,64,73,9,1746,384,1200000,3000,2300000,1,52,59,67,65,61,61,55,59,64,86,82,81,51,60,55,56,58,8,11,10,7,8,60,63,61,61,61,63,63,65,61,65,64,61,64,64,61,64,1,0,1,0,0,0,0,1
12070,34,178,71,64,64,0,1707,366,200000,4000,350000,1,50,58,62,77,52,62,54,59,62,57,59,68,59,58,52,58,63,10,14,11,10,9,59,58,58,58,58,58,61,61,62,61,63,64,63,63,64,63,0,1,0,1,0,0,0,1
12071,21,186,79,64,76,12,977,351,1300000,1000,2500000,1,64,62,65,63,13,26,12,20,12,32,34,51,59,47,9,28,32,64,64,62,63,65,23,19,20,20,20,19,23,22,23,22,22,22,22,22,22,22,0,1,0,0,1,0,0,1
12072,22,192,89,64,72,8,1377,303,1200000,2000,2000000,1,27,43,42,75,43,56,25,40,52,51,55,37,57,45,20,32,54,14,12,11,15,12,46,41,41,41,41,41,43,46,48,46,58,59,58,60,66,60,0,1,1,0,0,0,0,1
12073,33,185,81,64,64,0,1541,323,275000,3000,481000,1,44,52,47,70,53,52,32,55,48,46,47,48,60,65,61,56,67,7,16,12,7,14,51,47,47,47,47,47,51,49,53,49,56,60,56,58,64,58,1,0,0,0,1,0,0,1
12074,35,192,90,64,64,0,1538,317,250000,1000,338000,1,65,46,60,72,42,52,50,40,66,43,45,45,60,72,60,42,70,9,16,8,15,15,64,56,60,60,60,56,58,56,53,56,43,45,43,41,46,41,1,0,0,0,1,0,0,1
12075,21,185,80,64,75,11,1522,341,1300000,500,3100000,1,53,57,66,61,65,59,41,57,69,72,71,77,47,60,62,55,45,10,7,13,13,7,58,62,60,60,60,62,63,65,59,65,54,50,54,51,43,51,0,1,1,0,0,0,1,0
12076,23,170,70,64,68,4,1567,343,850000,3000,1300000,1,51,55,70,57,58,62,55,53,67,79,75,75,60,59,44,46,67,10,14,13,9,10,61,63,61,61,61,63,62,65,58,65,54,50,54,51,45,51,1,0,1,0,0,0,0,1
12077,30,188,85,64,64,0,1779,383,550000,1000,743000,1,61,58,63,79,51,64,40,59,64,55,64,61,70,69,50,64,69,9,8,9,11,11,64,62,64,64,64,62,64,64,64,64,64,64,64,64,64,64,0,1,1,0,0,1,0,0
12078,26,190,69,64,65,1,1706,369,700000,5000,1300000,1,57,62,63,62,68,62,68,56,62,76,81,66,54,66,54,60,58,8,14,16,10,9,62,63,61,61,61,63,63,65,60,65,60,56,60,58,53,58,1,0,0,0,1,0,0,1
12079,20,179,75,64,75,11,1694,362,1300000,500,3100000,1,63,60,65,61,64,65,66,55,65,75,75,70,60,64,60,52,61,15,9,8,14,8,65,64,63,63,63,64,64,66,61,66,57,53,57,54,48,54,0,1,1,0,0,0,1,0
12080,27,196,84,64,65,1,1444,311,600000,3000,795000,1,38,47,43,72,39,56,35,52,58,37,54,34,60,45,37,41,58,8,14,16,11,14,50,44,45,45,45,44,48,49,54,49,60,63,60,61,65,61,0,1,0,0,1,0,0,1
12081,30,175,82,64,64,0,1679,343,575000,2000,863000,1,66,51,63,66,52,54,72,31,60,60,69,71,62,72,63,50,69,11,12,13,9,11,64,61,62,62,62,61,61,60,53,60,46,45,46,44,48,44,1,0,1,0,0,0,1,0
12082,20,183,80,64,75,11,1744,374,1300000,3000,2100000,1,66,61,65,67,57,62,59,53,66,68,70,63,52,68,72,68,62,6,9,8,14,14,66,64,64,64,64,64,66,65,63,65,58,56,58,56,55,56,0,1,0,0,1,0,0,1
12083,22,178,73,64,72,8,1668,351,1300000,1000,1900000,1,58,55,66,64,50,55,70,54,63,74,84,77,64,57,58,59,57,13,10,12,10,10,64,63,63,63,63,63,64,65,59,65,50,48,50,48,42,48,0,1,0,0,1,0,0,1
12084,29,177,64,64,64,0,1868,395,575000,4000,891000,1,59,63,66,66,56,66,63,63,65,82,75,84,61,60,62,63,63,11,12,13,13,7,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1,0,0,0,1,1,0,0
12085,31,183,75,64,64,0,1145,354,300000,900,375000,1,64,63,62,62,21,24,20,29,28,34,46,41,63,47,20,32,42,62,64,63,62,62,30,27,28,28,28,27,30,31,31,31,31,30,31,30,28,30,0,1,0,0,1,0,0,1
12086,25,186,80,64,67,3,1796,386,775000,6000,1100000,1,57,62,65,65,55,69,58,66,67,74,77,70,58,66,60,57,64,10,14,7,13,7,65,64,64,64,64,64,66,66,66,66,65,65,65,65,65,65,0,1,0,0,1,0,0,1
12087,34,170,76,64,64,0,1538,329,200000,500,430000,1,36,54,54,59,42,67,40,64,53,59,61,56,49,52,28,41,53,9,6,15,10,10,49,49,48,48,48,49,52,53,56,53,61,64,61,62,64,62,0,1,0,0,1,1,0,0
12088,28,190,91,64,64,0,1429,307,500000,1000,725000,1,40,43,40,76,32,53,30,50,50,35,53,41,64,64,39,38,60,8,7,15,8,11,50,41,44,44,44,41,45,45,51,45,55,61,55,58,64,58,0,1,0,0,1,0,0,1
12089,39,189,90,64,64,0,1055,358,60000,700,75000,1,62,61,62,65,10,17,13,18,19,46,45,43,63,46,10,35,62,63,62,61,65,62,27,23,24,24,24,23,25,26,25,26,25,27,25,25,27,25,0,1,0,0,1,0,0,1
12090,22,174,68,64,75,11,1633,347,1300000,850,2000000,1,53,62,67,48,50,70,40,67,64,66,62,65,53,55,65,64,55,14,10,12,14,9,57,61,61,61,61,61,65,64,66,64,61,61,61,60,54,60,0,1,0,0,1,0,0,1
12091,21,189,85,64,74,10,1732,383,1300000,2000,1900000,1,58,60,63,74,48,67,51,62,64,69,72,65,65,66,54,64,62,7,9,8,11,7,65,62,64,64,64,62,66,65,66,65,63,65,63,63,63,63,0,1,1,0,0,0,0,1
12092,23,164,60,64,69,5,1492,324,825000,800,1100000,1,34,49,60,49,57,55,46,32,60,71,74,72,57,38,31,50,49,8,8,10,5,15,49,55,52,52,52,55,55,58,54,58,64,58,64,64,57,64,1,0,1,0,0,0,0,1
12093,21,187,80,64,78,14,1028,355,1300000,5000,3500000,1,62,61,66,63,13,21,15,24,17,42,37,45,58,46,8,36,39,64,62,61,63,66,26,23,24,24,24,23,26,26,25,26,23,24,23,23,24,23,0,1,0,0,1,0,0,1
12094,33,193,87,64,64,0,1136,359,190000,2000,333000,1,62,67,62,64,19,28,11,34,18,46,34,47,63,50,16,45,42,65,62,67,64,62,29,26,27,27,27,26,30,29,31,29,28,30,28,27,29,27,0,1,0,0,1,0,0,1
12095,26,180,72,64,64,0,1696,373,650000,2000,1100000,1,52,58,64,67,61,60,52,57,61,79,76,80,57,56,50,58,56,8,10,9,7,6,59,62,60,60,60,62,63,64,62,64,64,62,64,64,59,64,1,0,1,0,0,0,0,1
12096,21,178,65,64,75,11,1606,351,1300000,8000,2700000,1,62,49,65,60,39,58,39,44,64,83,78,73,71,62,57,54,61,7,13,9,9,8,66,63,64,64,64,63,64,64,58,64,53,50,53,52,48,52,0,1,1,0,0,0,1,0
12097,20,185,79,64,74,10,1525,328,1300000,3000,0,1,66,49,58,63,43,56,49,45,58,61,67,65,60,73,65,49,53,5,7,14,5,13,66,58,61,61,61,58,60,58,54,58,45,44,45,44,43,44,0,1,0,0,1,0,0,1
12098,39,188,91,64,64,0,1143,353,60000,650,75000,1,61,64,60,66,17,38,11,35,18,37,44,36,66,48,13,59,52,61,61,64,66,60,29,26,28,28,28,26,33,31,34,31,28,33,28,28,31,28,0,1,0,0,1,0,0,1
12099,24,173,68,64,67,3,1628,350,800000,2000,1300000,1,56,60,67,52,63,63,63,53,63,84,80,83,56,64,53,60,59,10,13,9,14,11,62,64,62,62,62,64,65,65,58,65,51,48,51,49,44,49,0,1,0,0,1,0,0,1
12100,28,194,86,64,64,0,1649,364,600000,2000,870000,1,62,59,60,77,61,61,45,58,64,64,73,52,60,67,62,64,65,12,6,10,16,15,64,63,63,63,63,63,64,64,62,64,54,53,54,52,51,52,0,1,0,0,1,0,0,1
12101,29,177,74,64,64,0,1685,348,575000,2000,776000,1,58,62,67,54,55,65,62,66,66,54,54,72,66,62,55,65,65,8,9,11,14,14,62,62,62,62,62,62,64,64,64,64,59,60,59,57,57,57,0,1,0,0,1,0,0,1
12102,23,174,72,64,71,7,1765,383,1200000,3000,1700000,1,58,59,68,70,48,67,52,62,68,69,77,78,64,61,55,59,59,14,10,6,12,10,63,63,63,63,63,63,66,67,66,67,65,65,65,64,60,64,0,1,1,0,0,0,0,1
12103,28,179,75,64,64,0,1664,355,525000,1000,919000,1,41,58,63,67,49,66,48,63,66,67,66,53,61,55,37,57,53,12,10,14,9,13,57,57,58,58,58,57,61,63,63,63,64,64,64,64,63,64,0,1,1,0,0,1,0,0
12104,24,183,82,64,68,4,1490,315,850000,500,1900000,1,64,44,60,58,33,57,39,35,64,63,62,58,64,64,58,42,45,12,14,15,14,15,66,58,61,61,61,58,60,58,53,58,45,43,45,43,41,43,0,1,0,0,1,0,0,1
12105,31,190,86,64,64,0,933,340,300000,2000,375000,1,66,55,66,66,12,20,16,24,14,25,21,23,50,41,5,48,45,64,66,55,66,66,23,18,20,20,20,18,24,22,25,22,20,24,20,20,25,20,0,1,0,0,1,0,0,1
12106,27,183,72,64,65,1,1776,381,625000,1000,953000,1,57,57,64,68,61,60,62,57,60,85,74,73,61,68,54,47,47,13,6,6,14,9,63,62,61,61,61,62,62,65,61,65,65,61,65,64,61,64,0,1,1,0,0,1,0,0
12107,28,179,67,64,64,0,1802,378,525000,3000,656000,1,56,60,64,62,64,60,65,52,62,83,78,81,56,68,62,62,60,13,12,14,10,15,60,63,61,61,61,63,64,64,62,64,64,61,64,64,59,64,1,0,1,0,0,0,0,1
12108,29,193,84,64,64,0,1552,350,525000,2000,788000,1,28,54,60,75,55,60,33,52,59,66,79,56,57,47,22,54,46,9,8,10,12,11,53,54,53,53,53,54,56,60,58,60,64,63,64,64,64,64,0,1,0,0,1,1,0,0
12109,22,184,83,64,70,6,1567,344,950000,2000,1600000,1,55,57,67,64,63,61,64,46,65,79,80,75,58,62,52,55,52,12,11,8,13,15,60,63,61,61,61,63,63,65,57,65,51,44,51,47,37,47,0,1,1,0,0,1,0,0
12110,27,183,81,64,67,3,1494,332,675000,2000,1200000,1,34,42,47,80,48,48,31,41,50,67,69,51,50,41,36,31,51,9,7,14,9,13,48,45,43,43,43,45,45,49,48,49,59,58,59,61,66,61,1,0,0,0,1,0,0,1
12111,24,170,65,64,67,3,1642,350,800000,500,1800000,1,61,62,65,48,67,59,63,65,65,77,77,65,55,70,55,61,45,11,13,7,12,9,62,64,63,63,63,64,65,67,61,67,55,50,55,53,43,53,0,1,1,0,0,0,1,0
12112,28,193,91,64,66,2,1023,353,500000,2000,763000,1,62,61,66,61,11,15,12,17,23,34,37,40,58,46,14,43,42,67,62,61,61,66,27,23,24,24,24,23,26,25,26,25,24,25,24,24,26,24,0,1,0,0,1,0,0,1
12113,24,189,80,64,70,6,1416,303,850000,500,2000000,1,30,47,41,63,32,61,27,51,37,54,58,44,60,41,24,45,54,11,6,15,7,11,45,42,43,43,43,42,46,47,51,47,57,61,57,60,66,60,0,1,0,1,0,1,0,0
12114,39,173,72,64,64,0,1635,331,180000,900,225000,1,59,67,66,60,66,68,62,64,66,32,32,62,64,59,64,68,58,15,6,16,15,11,60,61,61,61,61,61,64,63,64,63,56,59,56,54,53,54,0,1,0,0,1,0,0,1
12115,32,186,80,64,64,0,1706,370,375000,1000,544000,1,43,56,63,74,58,63,51,55,62,65,75,63,63,64,49,44,65,15,15,12,7,9,56,57,56,56,56,57,58,61,60,61,64,64,64,64,64,64,0,1,0,0,1,0,0,1
12116,21,170,62,64,71,7,1471,321,1100000,2000,2000000,1,26,55,61,46,60,67,34,42,58,71,73,76,58,22,20,51,53,6,8,15,14,10,48,55,51,51,51,55,56,59,56,59,64,59,64,64,60,64,0,1,1,0,0,0,0,1
12117,39,183,83,64,64,0,1450,296,100000,2000,175000,1,42,46,36,79,25,53,38,51,44,29,31,49,64,50,49,57,65,11,10,14,10,15,49,41,44,44,44,41,48,44,54,44,54,62,54,56,64,56,0,1,0,0,1,1,0,0
12118,27,181,75,64,65,1,1693,369,625000,3000,1100000,1,54,60,63,59,65,60,56,59,61,74,76,67,57,56,40,60,53,11,15,10,14,6,62,62,60,60,60,62,62,65,61,65,64,61,64,64,60,64,1,0,1,0,0,0,0,1
12119,23,182,73,64,69,5,1546,344,800000,1000,1500000,1,31,56,58,69,51,64,25,60,60,66,68,54,57,32,37,60,65,5,14,14,8,14,49,52,50,50,50,52,56,57,59,57,63,64,63,64,66,64,0,1,0,0,1,0,0,1
12120,27,185,77,64,67,3,1419,306,675000,1000,894000,1,28,44,46,64,34,57,38,43,46,54,65,42,63,36,22,37,57,13,11,11,13,9,46,43,43,43,43,43,46,48,50,48,58,60,58,60,66,60,1,0,0,0,1,0,0,1
12121,23,168,60,64,69,5,1681,364,875000,2000,1200000,1,57,61,66,62,57,64,54,63,63,82,82,81,58,57,50,63,58,15,14,7,9,14,62,64,63,63,63,64,66,67,62,67,56,53,56,54,47,54,0,1,1,0,0,0,0,1
12122,21,182,72,64,77,13,1770,378,1400000,13000,0,1,60,63,67,66,57,66,60,63,67,70,63,74,62,65,59,64,64,6,7,14,11,7,64,64,64,64,64,64,66,66,66,66,64,64,64,63,60,63,0,1,0,0,1,0,0,1
12123,25,191,79,64,68,4,1449,330,725000,1000,1100000,1,31,45,49,70,49,59,29,42,54,65,75,51,63,44,21,29,46,10,12,15,9,7,50,47,46,46,46,47,47,52,51,52,63,61,63,64,66,64,1,0,0,0,1,0,0,1
12124,26,178,82,64,66,2,1638,345,725000,950,1100000,1,62,53,62,72,49,59,51,48,62,66,69,67,60,75,55,55,48,16,15,8,9,12,66,60,62,62,62,60,62,62,56,62,48,47,48,46,46,46,0,1,1,0,0,0,1,0
12125,27,172,68,64,65,1,1673,352,675000,2000,894000,1,60,56,69,46,37,65,64,60,64,79,76,87,59,65,57,57,55,9,10,8,8,9,62,63,63,63,63,63,65,64,62,64,54,55,54,52,48,52,0,1,1,0,0,0,0,1
12126,27,183,75,64,65,1,1680,360,675000,3000,1200000,1,62,49,60,80,47,53,45,42,64,71,66,55,61,62,58,54,62,14,12,15,13,7,65,60,62,62,62,60,61,62,57,62,54,53,54,53,54,53,0,1,1,0,0,0,1,0
12127,26,195,70,64,67,3,1639,348,700000,2000,1300000,1,52,58,56,76,52,64,43,62,60,52,40,50,59,58,50,60,59,7,10,7,14,14,58,55,56,56,56,55,59,59,62,59,61,65,61,61,65,61,0,1,0,0,1,1,0,0
12128,20,178,70,64,78,14,1729,366,1400000,11000,3500000,1,47,60,72,53,48,67,52,61,69,77,73,86,65,52,43,62,62,12,14,14,15,15,60,64,63,63,63,64,66,66,66,66,65,64,65,64,60,64,0,1,1,0,0,0,0,1
12129,29,178,75,64,64,0,1801,382,575000,1000,891000,1,61,65,65,68,64,67,58,63,67,65,65,74,60,65,64,67,65,8,13,15,15,7,64,64,63,63,63,64,64,64,64,64,64,64,64,63,62,63,1,0,0,0,1,0,0,1
12130,20,184,72,64,75,11,1703,371,1300000,2000,1900000,1,58,59,67,65,52,65,52,59,67,74,75,74,57,62,56,61,64,10,12,5,13,5,64,64,64,64,64,64,66,66,63,66,59,58,59,57,55,57,0,1,1,0,0,0,0,1
12131,22,185,74,64,72,8,1418,314,1200000,6000,2300000,1,25,35,36,73,22,49,23,45,40,82,80,60,63,38,16,20,49,13,10,14,14,10,43,38,37,37,37,38,39,43,44,43,58,59,58,62,66,62,0,1,0,0,1,0,0,1
12132,19,184,79,64,81,17,1575,337,1500000,2000,3600000,1,61,59,73,53,51,65,55,56,74,71,54,75,52,64,58,59,57,11,14,14,11,15,62,64,63,63,63,64,66,64,59,64,48,48,48,44,41,44,1,0,0,0,1,0,0,1
12133,27,184,75,64,64,0,1745,381,625000,1000,781000,1,53,58,65,61,61,59,56,55,63,81,82,75,59,56,50,62,59,12,11,13,15,11,63,64,62,62,62,64,64,64,62,64,64,63,64,64,63,64,0,1,0,0,1,0,0,1
12134,23,178,70,64,73,9,1517,331,1300000,13000,0,1,55,57,67,45,56,58,51,53,64,84,78,76,59,56,56,59,62,6,13,7,10,8,59,64,62,62,62,64,64,65,57,65,49,45,49,46,37,46,0,1,1,0,0,0,0,1
12135,20,184,75,64,80,16,1591,337,1500000,2000,3300000,1,64,50,62,68,43,56,49,40,63,69,68,65,52,67,61,52,69,8,14,13,13,9,66,60,62,62,62,60,61,60,54,60,45,44,45,43,43,43,0,1,1,0,0,1,0,0
12136,29,168,68,64,64,0,1623,326,575000,2000,863000,1,60,62,71,45,59,62,66,55,68,68,40,84,64,67,67,66,71,9,14,14,13,9,63,63,63,63,63,63,64,63,60,63,48,49,48,45,43,45,0,1,1,0,0,0,1,0
12137,23,183,68,64,71,7,1688,360,1100000,7000,2100000,1,52,60,63,65,35,68,59,68,67,64,62,72,59,61,54,63,69,15,9,14,10,10,58,58,59,59,59,58,64,62,65,62,61,65,61,60,60,60,0,1,0,0,1,0,0,1
12138,33,185,85,64,64,0,1513,316,275000,2000,481000,1,44,47,48,67,46,51,48,50,47,51,41,56,60,45,42,41,53,16,10,8,6,11,52,47,47,47,47,47,49,49,51,49,55,59,55,57,64,57,1,0,0,0,1,0,0,1
12139,25,175,75,64,67,3,1887,396,775000,4000,1400000,1,53,60,65,79,56,64,56,61,63,75,75,83,64,60,54,61,64,16,11,15,8,10,61,62,61,61,61,62,64,66,66,66,67,67,67,67,67,67,0,1,0,0,1,1,0,0
12140,27,178,73,64,65,1,1660,358,675000,3000,1100000,1,56,63,66,57,56,70,60,62,66,72,73,70,58,58,55,61,62,10,7,16,9,9,62,63,63,63,63,63,65,65,63,65,58,56,58,56,52,56,0,1,1,0,0,0,1,0
12141,20,180,68,64,76,12,1689,369,1400000,3000,2900000,1,63,56,66,66,56,58,53,52,64,80,83,75,63,63,60,58,59,10,13,10,14,9,66,65,64,64,64,65,65,67,60,67,56,52,56,54,48,54,0,1,0,0,1,0,0,1
12142,30,183,76,64,64,0,1602,345,575000,2000,1000000,1,62,44,62,75,31,53,53,30,64,64,73,65,58,68,55,49,67,16,10,7,13,14,64,58,61,61,61,58,59,58,53,58,47,46,47,46,48,46,1,0,0,0,1,0,0,1
12143,26,186,84,64,69,5,916,349,675000,2000,1100000,1,67,61,66,67,9,15,10,26,16,33,23,27,51,46,6,33,24,60,67,61,67,66,23,17,19,19,19,17,21,21,22,21,19,22,19,19,22,19,0,1,0,0,1,0,0,1
12144,28,181,76,64,64,0,1815,378,600000,2000,870000,1,64,63,65,66,55,66,65,62,66,67,66,74,65,70,67,65,62,10,7,14,7,11,64,63,64,64,64,63,64,64,64,64,63,63,63,62,60,62,1,0,0,0,1,0,0,1
12145,27,190,85,64,64,0,1672,363,550000,2000,798000,1,54,58,61,76,49,64,48,66,63,54,52,50,55,65,52,54,58,12,9,10,15,9,61,57,58,58,58,57,60,60,63,60,62,64,62,61,64,61,0,1,0,0,1,0,0,1
12146,22,189,84,64,75,11,987,347,1100000,10000,0,1,61,59,68,62,14,27,12,25,23,34,28,31,52,44,9,39,42,66,61,59,62,68,24,21,23,23,23,21,26,25,27,25,24,26,24,24,25,24,0,1,0,0,1,0,0,1
12147,28,183,72,64,66,2,1004,362,500000,2000,913000,1,61,58,65,66,12,15,14,11,13,49,48,43,62,44,13,16,45,64,61,58,66,65,26,22,22,22,22,22,22,23,20,23,24,22,24,24,24,24,1,0,0,0,1,0,0,1
12148,18,183,80,64,77,13,1626,364,1300000,600,2600000,1,48,54,56,75,44,65,39,56,58,70,68,49,62,60,46,53,63,14,9,13,7,10,57,54,55,55,55,54,57,59,60,59,64,65,64,64,66,64,1,0,0,0,1,0,0,1
12149,18,180,80,64,81,17,1729,369,1400000,800,3100000,1,51,61,65,62,66,64,68,55,63,77,69,74,60,62,53,60,46,11,12,14,11,12,60,62,60,60,60,62,63,65,62,65,64,62,64,64,60,64,1,0,1,0,0,0,0,1
12150,29,178,70,64,64,0,1723,379,525000,2000,709000,1,53,61,64,66,65,63,54,58,65,76,79,73,55,51,53,62,54,7,12,11,7,6,61,63,60,60,60,63,64,64,63,64,64,62,64,64,61,64,0,1,1,0,0,1,0,0
12151,25,177,70,64,68,4,1547,337,750000,3000,1100000,1,32,54,62,57,64,58,32,56,60,71,73,64,51,33,31,48,46,14,12,14,10,12,50,56,52,52,52,56,56,60,57,60,64,61,64,64,60,64,1,0,0,0,1,0,0,1
12152,20,195,79,64,73,9,1445,315,1200000,2000,2000000,1,30,40,49,69,34,48,34,42,54,56,66,53,56,41,27,37,50,10,11,5,10,14,47,44,44,44,44,44,46,48,49,48,58,59,58,61,66,61,1,0,0,0,1,1,0,0
12153,23,183,71,64,70,6,1628,358,875000,1000,1300000,1,49,52,63,62,55,58,49,44,64,74,76,68,63,54,46,52,59,8,12,11,8,12,59,60,59,59,59,60,60,63,59,63,64,60,64,64,60,64,0,1,0,0,1,0,0,1
12154,24,184,77,64,68,4,1765,379,850000,3000,1700000,1,59,59,67,64,65,64,63,56,66,74,72,74,62,64,59,52,50,15,15,13,6,10,65,64,63,63,63,64,64,65,62,65,63,61,63,62,61,62,0,1,1,0,0,0,0,1
12155,19,182,72,64,75,11,1375,296,1200000,500,2800000,1,22,44,42,64,34,66,21,48,65,59,62,58,66,28,20,25,54,11,6,10,10,9,45,42,42,42,42,42,46,47,52,47,60,63,60,63,66,63,0,1,0,0,1,0,0,1
12156,34,180,79,64,64,0,1655,344,200000,2000,350000,1,46,57,59,76,53,63,44,60,59,45,41,74,56,49,41,56,63,11,14,10,14,16,55,54,53,53,53,54,58,57,61,57,62,64,62,62,64,62,0,1,0,0,1,1,0,0
12157,30,177,82,64,64,0,1880,407,550000,3000,963000,1,60,64,66,79,63,66,59,65,66,74,74,70,64,70,60,62,63,8,7,7,10,8,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,1,0,0,1,1,0,0
12158,22,185,82,64,72,8,1551,345,1200000,1000,1700000,1,41,53,57,77,37,64,31,61,60,54,55,51,60,51,44,55,60,13,7,6,6,7,54,52,53,53,53,52,57,57,61,57,62,66,62,62,66,62,0,1,0,0,1,0,0,1
12159,22,180,74,64,73,9,1587,339,1300000,3000,2000000,1,64,56,65,62,51,58,44,49,66,71,71,69,63,66,63,62,63,8,13,8,14,11,66,63,64,64,64,63,65,64,58,64,46,44,46,43,38,43,0,1,1,0,0,0,1,0
12160,29,185,77,64,64,0,1695,357,575000,3000,891000,1,63,58,64,71,59,59,63,57,65,69,69,68,65,66,62,56,64,8,11,15,10,11,64,63,63,63,63,63,64,64,61,64,54,52,54,51,47,51,0,1,1,0,0,1,0,0
12161,19,175,75,64,73,9,1606,353,1200000,2000,2000000,1,42,52,60,63,60,60,43,47,57,77,78,72,55,65,42,42,51,8,6,8,6,7,56,56,55,55,55,56,56,60,56,60,64,60,64,64,61,64,1,0,1,0,0,0,0,1
12162,32,185,84,64,64,0,1096,363,300000,3000,480000,1,62,64,65,61,12,31,14,30,21,44,49,48,63,48,14,15,41,64,62,64,61,65,30,25,26,26,26,25,27,28,27,28,28,29,28,27,28,27,0,1,0,0,1,0,0,1
12163,23,180,76,64,70,6,1717,367,925000,1000,1400000,1,60,63,65,65,60,66,59,63,65,69,70,74,62,64,58,65,69,11,8,5,12,14,64,64,64,64,64,64,66,67,65,67,60,59,60,57,52,57,0,1,1,0,0,0,1,0
12164,37,180,78,64,64,0,1702,355,130000,1000,195000,1,54,59,59,70,60,65,65,55,59,46,51,62,64,53,59,52,61,11,12,13,9,15,59,57,57,57,57,57,60,59,62,59,64,64,64,64,64,64,1,0,0,0,1,0,0,1
12165,21,187,78,64,75,11,1568,353,1200000,950,1700000,1,39,51,54,74,38,64,32,58,57,71,73,67,60,45,34,47,46,9,7,9,7,12,53,52,51,51,51,52,55,56,57,56,62,64,62,64,66,64,0,1,0,0,1,1,0,0
12166,36,174,67,64,64,0,1434,294,110000,2000,138000,1,35,58,48,57,46,67,31,65,60,31,33,35,60,51,36,60,56,11,6,5,6,14,48,46,48,48,48,46,53,51,60,51,58,64,58,58,63,58,0,1,0,1,0,1,0,0
12167,31,194,92,64,64,0,1578,336,500000,5000,875000,1,63,51,59,82,40,59,56,43,63,55,55,50,63,67,56,54,64,11,13,15,13,12,64,58,61,61,61,58,61,60,56,60,45,47,45,43,45,43,0,1,1,0,0,1,0,0
12168,29,193,85,64,64,0,1738,381,575000,2000,1000000,1,62,61,58,80,52,65,52,62,64,55,58,31,60,70,59,63,62,6,15,6,10,7,64,59,62,62,62,59,63,63,64,63,64,64,64,64,64,64,0,1,1,0,0,1,0,0
12169,23,180,77,64,71,7,1621,344,1100000,3000,1800000,1,40,60,59,67,50,67,49,62,63,52,60,57,55,62,40,62,52,8,13,7,13,10,53,53,54,54,54,53,58,58,62,58,63,65,63,63,65,63,0,1,0,0,1,0,0,1
12170,28,178,75,64,64,0,1781,376,525000,3000,709000,1,58,61,63,69,57,67,53,63,64,67,66,71,59,62,58,60,58,7,11,12,13,14,63,62,62,62,62,62,64,64,64,64,64,64,64,64,63,64,0,1,1,0,0,1,0,0
12171,25,182,73,64,69,5,1750,378,800000,1000,1200000,1,53,60,70,61,61,64,60,54,68,76,79,78,62,48,51,59,57,14,11,14,8,10,61,65,63,63,63,65,66,67,64,67,65,62,65,64,59,64,0,1,0,0,1,0,0,1
12172,21,183,73,64,72,8,1691,364,1300000,750,2300000,1,50,61,62,54,61,64,60,59,60,78,79,67,65,59,50,60,57,5,12,8,8,11,59,61,59,59,59,61,62,63,61,63,64,61,64,64,60,64,1,0,1,0,0,0,0,1
12173,24,170,68,64,67,3,1725,359,800000,1000,1100000,1,62,54,68,51,54,57,54,49,64,85,79,91,55,65,61,52,56,15,15,14,10,9,63,64,63,63,63,64,64,65,59,65,57,52,57,56,49,56,1,0,0,0,1,0,1,0
12174,35,175,72,64,64,0,1628,338,240000,2000,420000,1,61,67,67,48,69,66,69,65,65,52,53,71,64,61,64,66,68,12,13,7,15,8,61,64,63,63,63,64,64,64,63,64,54,55,54,51,49,51,0,1,0,0,1,0,0,1
12175,19,185,75,64,80,16,1591,337,1500000,2000,3300000,1,64,58,60,59,52,63,52,56,64,61,69,62,64,63,58,59,62,15,11,8,6,8,66,61,63,63,63,61,64,63,59,63,50,49,50,48,45,48,0,1,0,0,1,0,0,1
